date,count
2015-06-28,247
2015-06-29,273
2015-06-30,307
2015-07-01,323
2015-07-02,381
2015-07-03,363
2015-07-04,315
2015-07-05,328
2015-07-06,391
2015-07-07,373
2015-07-08,367
2015-07-09,354
2015-07-10,346
2015-07-11,325
2015-07-12,326
2015-07-13,420
2015-07-14,370
2015-07-15,454
2015-07-16,417
2015-07-17,397
2015-07-18,362
2015-07-19,408
2015-07-20,452
2015-07-21,422
2015-07-22,442
2015-07-23,411
2015-07-24,413
2015-07-25,372
2015-07-26,394
2015-07-27,430
2015-07-28,433
2015-07-29,451
2015-07-30,473
2015-07-31,436
2015-08-01,435
2015-08-02,459
2015-08-03,468
2015-08-04,469
2015-08-05,468
2015-08-06,489
2015-08-07,504
2015-08-08,467
2015-08-09,500
2015-08-10,506
2015-08-11,489
2015-08-12,477
2015-08-13,474
2015-08-14,509
2015-08-15,452
2015-08-16,441
2015-08-17,476
2015-08-18,424
2015-08-19,413
2015-08-20,420
2015-08-21,437
2015-08-22,408
2015-08-23,399
2015-08-24,453
2015-08-25,501
2015-08-26,480
2015-08-27,536
2015-08-28,538
2015-08-29,476
2015-08-30,490
2015-08-31,553
2015-09-01,546
2015-09-02,471
2015-09-03,449
2015-09-04,410
2015-09-05,357
2015-09-06,367
2015-09-07,436
2015-09-08,436
2015-09-09,408
2015-09-10,414
2015-09-11,436
2015-09-12,363
2015-09-13,387
2015-09-14,379
2015-09-15,391
2015-09-16,428
2015-09-17,374
2015-09-18,427
2015-09-19,367
2015-09-20,379
2015-09-21,392
2015-09-22,434
2015-09-23,414
2015-09-24,405
2015-09-25,443
2015-09-26,398
2015-09-27,377
2015-09-28,407
2015-09-29,577
2015-09-30,540
2015-10-01,450
2015-10-02,395
2015-10-03,362
2015-10-04,416
2015-10-05,462
2015-10-06,437
2015-10-07,403
2015-10-08,407
2015-10-09,411
2015-10-10,344
2015-10-11,373
2015-10-12,429
2015-10-13,392
2015-10-14,380
2015-10-15,373
2015-10-16,352
2015-10-17,347
2015-10-18,369
2015-10-19,418
2015-10-20,390
2015-10-21,365
2015-10-22,361
2015-10-23,396
2015-10-24,371
2015-10-25,345
2015-10-26,376
2015-10-27,382
2015-10-28,376
2015-10-29,357
2015-10-30,367
2015-10-31,354
2015-11-01,374
2015-11-02,368
2015-11-03,345
2015-11-04,386
2015-11-05,367
2015-11-06,353
2015-11-07,311
2015-11-08,323
2015-11-09,383
2015-11-10,390
2015-11-11,364
2015-11-12,360
2015-11-13,330
2015-11-14,313
2015-11-15,326
2015-11-16,393
2015-11-17,392
2015-11-18,383
2015-11-19,389
2015-11-20,429
2015-11-21,393
2015-11-22,424
2015-11-23,434
2015-11-24,445
2015-11-25,490
2015-11-26,479
2015-11-27,504
2015-11-28,465
2015-11-29,438
2015-11-30,472
2015-12-01,484
2015-12-02,484
2015-12-03,523
2015-12-04,533
2015-12-05,528
2015-12-06,517
2015-12-07,558
2015-12-08,525
2015-12-09,664
2015-12-10,641
2015-12-11,557
2015-12-12,560
2015-12-13,547
2015-12-14,557
2015-12-15,582
2015-12-16,560
2015-12-17,568
2015-12-18,585
2015-12-19,569
2015-12-20,533
2015-12-21,555
2015-12-22,640
2015-12-23,584
2015-12-24,516
2015-12-25,491
2015-12-26,508
2015-12-27,488
2015-12-28,536
2015-12-29,521
2015-12-30,544
2015-12-31,567
2016-01-01,550
2016-01-02,573
2016-01-03,595
2016-01-04,627
2016-01-05,628
2016-01-06,580
2016-01-07,627
2016-01-08,576
2016-01-09,550
2016-01-10,549
2016-01-11,597
2016-01-12,529
2016-01-13,559
2016-01-14,511
2016-01-15,499
2016-01-16,579
2016-01-17,587
2016-01-18,634
2016-01-19,592
2016-01-20,604
2016-01-21,653
2016-01-22,574
2016-01-23,534
2016-01-24,552
2016-01-25,547
2016-01-26,565
2016-01-27,581
2016-01-28,575
2016-01-29,582
2016-01-30,621
2016-01-31,614
2016-02-01,640
2016-02-02,681
2016-02-03,597
2016-02-04,633
2016-02-05,603
2016-02-06,567
2016-02-07,624
2016-02-08,623
2016-02-09,614
2016-02-10,583
2016-02-11,576
2016-02-12,571
2016-02-13,541
2016-02-14,533
2016-02-15,555
2016-02-16,565
2016-02-17,580
2016-02-18,561
2016-02-19,514
2016-02-20,484
2016-02-21,483
2016-02-22,493
2016-02-23,507
2016-02-24,505
2016-02-25,482
2016-02-26,465
2016-02-27,459
2016-02-28,438
2016-02-29,506
2016-03-01,530
2016-03-02,508
2016-03-03,550
2016-03-04,568
2016-03-05,542
2016-03-06,563
2016-03-07,590
2016-03-08,574
2016-03-09,577
2016-03-10,515
2016-03-11,577
2016-03-12,532
2016-03-13,540
2016-03-14,540
2016-03-15,541
2016-03-16,508
2016-03-17,516
2016-03-18,497
2016-03-19,469
2016-03-20,483
2016-03-21,506
2016-03-22,507
2016-03-23,483
2016-03-24,452
2016-03-25,429
2016-03-26,466
2016-03-27,467
2016-03-28,489
2016-03-29,538
2016-03-30,513
2016-03-31,521
2016-04-01,509
2016-04-02,456
2016-04-03,496
2016-04-04,551
2016-04-05,466
2016-04-06,445
2016-04-07,468
2016-04-08,464
2016-04-09,454
2016-04-10,491
2016-04-11,501
2016-04-12,532
2016-04-13,500
2016-04-14,500
2016-04-15,491
2016-04-16,489
2016-04-17,502
2016-04-18,531
2016-04-19,471
2016-04-20,474
2016-04-21,449
2016-04-22,491
2016-04-23,486
2016-04-24,506
2016-04-25,501
2016-04-26,525
2016-04-27,465
2016-04-28,441
2016-04-29,457
2016-04-30,470
2016-05-01,500
2016-05-02,523
2016-05-03,526
2016-05-04,511
2016-05-05,474
2016-05-06,482
2016-05-07,451
2016-05-08,468
2016-05-09,452
2016-05-10,515
2016-05-11,498
2016-05-12,470
2016-05-13,480
2016-05-14,418
2016-05-15,434
2016-05-16,458
2016-05-17,461
2016-05-18,469
2016-05-19,482
2016-05-20,515
2016-05-21,516
2016-05-22,561
2016-05-23,541
2016-05-24,484
2016-05-25,515
2016-05-26,481
2016-05-27,471
2016-05-28,430
2016-05-29,548
2016-05-30,629
2016-05-31,627
2016-06-01,581
2016-06-02,608
2016-06-03,588
2016-06-04,563
2016-06-05,591
2016-06-06,596
2016-06-07,575
2016-06-08,548
2016-06-09,589
2016-06-10,503
2016-06-11,456
2016-06-12,475
2016-06-13,496
2016-06-14,519
2016-06-15,541
2016-06-16,528
2016-06-17,512
2016-06-18,423
2016-06-19,439
2016-06-20,450
2016-06-21,418
2016-06-22,446
2016-06-23,503
2016-06-24,454
2016-06-25,424
2016-06-26,413
2016-06-27,476
2016-06-28,431
2016-06-29,418
2016-06-30,435
2016-07-01,419
2016-07-02,336
2016-07-03,346
2016-07-04,460
2016-07-05,464
2016-07-06,412
2016-07-07,488
2016-07-08,476
2016-07-09,360
2016-07-10,374
2016-07-11,429
2016-07-12,446
2016-07-13,352
2016-07-14,350
2016-07-15,340
2016-07-16,309
2016-07-17,303
2016-07-18,382
2016-07-19,328
2016-07-20,311
2016-07-21,410
2016-07-22,329
2016-07-23,301
2016-07-24,343
2016-07-25,376
2016-07-26,360
2016-07-27,359
2016-07-28,410
2016-07-29,378
2016-07-30,331
2016-07-31,354
2016-08-01,338
2016-08-02,368
2016-08-03,391
2016-08-04,397
2016-08-05,370
2016-08-06,327
2016-08-07,363
2016-08-08,383
2016-08-09,293
2016-08-10,324
2016-08-11,386
2016-08-12,443
2016-08-13,416
2016-08-14,411
2016-08-15,442
2016-08-16,398
2016-08-17,350
2016-08-18,345
2016-08-19,333
2016-08-20,330
2016-08-21,382
2016-08-22,470
2016-08-23,318
2016-08-24,267
2016-08-25,273
2016-08-26,257
2016-08-27,239
2016-08-28,287
2016-08-29,312
2016-08-30,336
2016-08-31,327
2016-09-01,308
2016-09-02,267
2016-09-03,243
2016-09-04,264
2016-09-05,261
2016-09-06,297
2016-09-07,333
2016-09-08,320
2016-09-09,339
2016-09-10,319
2016-09-11,273
2016-09-12,330
2016-09-13,335
2016-09-14,351
2016-09-15,324
2016-09-16,345
2016-09-17,272
2016-09-18,287
2016-09-19,350
2016-09-20,377
2016-09-21,394
2016-09-22,363
2016-09-23,340
2016-09-24,308
2016-09-25,335
2016-09-26,306
2016-09-27,292
2016-09-28,347
2016-09-29,288
2016-09-30,293
2016-10-01,303
2016-10-02,292
2016-10-03,341
2016-10-04,261
2016-10-05,242
2016-10-06,260
2016-10-07,249
2016-10-08,258
2016-10-09,292
2016-10-10,289
2016-10-11,277
2016-10-12,291
2016-10-13,356
2016-10-14,459
2016-10-15,354
2016-10-16,360
2016-10-17,288
2016-10-18,312
2016-10-19,293
2016-10-20,310
2016-10-21,277
2016-10-22,263
2016-10-23,261
2016-10-24,253
2016-10-25,276
2016-10-26,228
2016-10-27,239
2016-10-28,247
2016-10-29,225
2016-10-30,216
2016-10-31,245
2016-11-01,212
2016-11-02,222
2016-11-03,234
2016-11-04,222
2016-11-05,184
2016-11-06,194
2016-11-07,240
2016-11-08,165
2016-11-09,160
2016-11-10,155
2016-11-11,132
2016-11-12,93
2016-11-13,86
2016-11-14,115
2016-11-15,80
2016-11-16,68
2016-11-17,11
