ChangeId,FilesChanged,TotalLinesInserted,TotalLinesDeleted,LastRevisionId,HasExtension,OnlySource,OnlyDocumentation,ContainsSource
17198,1,2,1,17198,1,1,0,1
17199,1,2,1,17199,1,1,0,1
17200,1,1,1,17200,1,1,0,1
17201,1,1,1,17201,1,1,0,1
17202,1,1,1,17202,1,1,0,1
17203,1,2,1,17203,1,1,0,1
17204,1,2,1,17204,1,1,0,1
17205,5,5,5,17205,1,1,0,1
17206,5,5,5,17206,1,1,0,1
17207,1,1,1,17207,1,1,0,1
17208,1,1,1,17208,1,1,0,1
17209,2,6,3,17209,1,1,0,1
17210,2,6,3,17210,1,1,0,1
17211,2,39,19,17211,1,1,0,1
17212,2,39,19,17212,1,1,0,1
17213,2,39,19,17213,1,1,0,1
17214,1,10,1,17214,1,1,0,1
17215,1,10,1,17215,1,1,0,1
17216,1,1,1,17216,1,0,0,0
17217,1,1,1,17217,1,0,0,0
17218,2,173,544,17218,1,0,0,0
17219,2,173,544,17219,1,0,0,0
17220,2,4,14,17220,1,1,0,1
17221,2,4,14,17221,1,1,0,1
17222,1,3,14,17222,1,1,0,1
17223,1,3,14,17223,1,1,0,1
17224,5,8,17,17224,1,1,0,1
17225,5,8,17,17225,1,1,0,1
17226,5,8,17,17226,1,1,0,1
17227,1,37,22,17227,1,1,0,1
17228,1,37,22,17228,1,1,0,1
17229,7,63,3,17229,1,1,1,1
17230,7,63,3,17230,1,1,1,1
17231,1,3032,52,17231,1,1,0,1
17232,1,3032,52,17232,1,1,0,1
17233,7,62,2,17233,1,1,0,1
17234,7,62,2,17234,1,1,0,1
17235,7,63,3,17235,1,1,1,1
17236,7,63,3,17236,1,1,1,1
17237,1,11,19,17237,1,1,0,1
17238,1,11,19,17238,1,1,0,1
17239,1,11,19,17239,1,1,0,1
17240,2,18,0,17240,1,1,0,1
17241,2,18,0,17241,1,1,0,1
17242,1,2,2,17242,1,1,0,1
17243,1,2,2,17243,1,1,0,1
17244,4,12,1,17244,1,1,1,1
17245,4,12,1,17245,1,1,1,1
17246,4,63209,62598,17246,1,0,1,0
17247,4,63209,62598,17247,1,0,1,0
17248,1,3,3,17248,1,1,0,1
17249,1,3,3,17249,1,1,0,1
17250,23,89,68,17250,1,1,0,1
17251,23,90,68,17251,1,1,0,1
17252,23,90,68,17252,1,1,0,1
17253,1,5,0,17253,1,1,0,1
17254,1,5,0,17254,1,1,0,1
17255,1,2,2,17255,1,1,0,1
17256,1,2,2,17256,1,1,0,1
17257,1,2,2,17257,1,1,0,1
17258,1,130,32,17258,1,1,0,1
17259,1,130,32,17259,1,1,0,1
17260,1,2,2,17260,1,0,0,0
17261,1,2,2,17261,1,0,0,0
17262,5,29,1,17262,1,1,0,1
17263,5,29,1,17263,1,1,0,1
17264,3,50,6,17264,1,1,0,1
17265,3,50,6,17265,1,1,0,1
17266,2,18,8,17266,1,1,0,1
17267,2,18,8,17267,1,1,0,1
17268,3,38,7,17268,1,1,0,1
17269,3,38,7,17269,1,1,0,1
17270,2,1,18,17270,1,1,0,1
17271,2,1,18,17271,1,1,0,1
17272,1,14,4,17272,1,0,0,0
17273,1,14,4,17273,1,0,0,0
17274,2,19,20,17274,1,1,0,1
17275,2,19,20,17275,1,1,0,1
17276,1,130,32,17276,1,1,0,1
17277,1,130,32,17277,1,1,0,1
17278,12,23,535,17278,1,1,0,1
17279,12,23,535,17279,1,1,0,1
17280,11,1,535,17280,1,1,0,1
17281,1,20,14,17281,1,1,0,1
17282,1,20,14,17282,1,1,0,1
17283,1,20,22,17283,1,1,0,1
17284,1,20,14,17284,1,1,0,1
17285,1,20,22,17285,1,1,0,1
17286,3,8,8,17286,1,0,0,0
17287,3,8,8,17287,1,0,0,0
17288,1,2,12,17288,1,1,0,1
17289,1,2,12,17289,1,1,0,1
17290,8,71,97,17290,1,1,0,1
17291,8,71,97,17291,1,1,0,1
17292,1,7,0,17292,1,1,0,1
17293,1,7,0,17293,1,1,0,1
17294,2,4,5,17294,1,1,0,1
17295,2,4,5,17295,1,1,0,1
17296,1,2,2,17296,1,1,0,1
17297,1,2,2,17297,1,1,0,1
17298,1,7,6,17298,1,1,0,1
17299,1,7,6,17299,1,1,0,1
17300,1,6,5,17300,1,1,0,1
17301,2,9,10,17301,1,1,0,1
17302,2,9,10,17302,1,1,0,1
17303,2,9,10,17303,1,1,0,1
17304,2,9,10,17304,1,1,0,1
17305,4,0,5,17305,1,1,0,1
17306,4,0,5,17306,1,1,0,1
17307,1,6,1,17307,1,1,0,1
17308,1,6,1,17308,1,1,0,1
17309,1,6,1,17309,1,1,0,1
17310,1,6,1,17310,1,1,0,1
17311,4,9,88,17311,1,1,0,1
17312,4,9,88,17312,1,1,0,1
17313,3,5,76,17313,1,1,0,1
17314,1,5,14,17314,1,1,0,1
17315,1,5,14,17315,1,1,0,1
17316,1,5,14,17316,1,1,0,1
17317,1,5,14,17317,1,1,0,1
17318,1,5,14,17318,1,1,0,1
17319,1,5,14,17319,1,1,0,1
17320,4,51,2,17320,1,1,1,1
17321,4,51,2,17321,1,1,1,1
17322,4,51,2,17322,1,1,1,1
17323,4,51,2,17323,1,1,1,1
17324,4,51,2,17324,1,1,1,1
17325,4,51,2,17325,1,1,1,1
17326,15,180,1016,17326,1,1,0,1
17327,15,180,1016,17327,1,1,0,1
17328,6,394,349,17328,1,1,0,1
17329,4,330,255,17329,1,1,0,1
17330,4,737,573,17330,1,1,0,1
17331,8,609,513,17331,1,1,0,1
17332,4,703,572,17332,1,1,0,1
17333,5,586,482,17333,1,1,0,1
17334,5,731,619,17334,1,1,0,1
17335,4,747,573,17335,1,1,0,1
17336,1,300,234,17336,1,1,0,1
17337,4,680,573,17337,1,1,0,1
17338,4,726,573,17338,1,1,0,1
17339,1,299,233,17339,1,1,0,1
17340,5,527,446,17340,1,1,0,1
17341,4,726,573,17341,1,1,0,1
17342,4,679,572,17342,1,1,0,1
17343,1,299,233,17343,1,1,0,1
17344,1,3,0,17344,1,1,0,1
17345,1,3,0,17345,1,1,0,1
17346,1,3,0,17346,1,1,0,1
17347,2,287,1,17347,1,1,0,1
17348,2,287,1,17348,1,1,0,1
17349,1,1,0,17349,1,1,0,1
17350,1,1,0,17350,1,1,0,1
17351,3,1,5,17351,1,1,0,1
17352,3,1,5,17352,1,1,0,1
17353,5,31,32,17353,1,1,0,1
17354,5,31,32,17354,1,1,0,1
17355,5,31,32,17355,1,1,0,1
17356,4,18,18,17356,1,1,0,1
17357,3,13,30,17357,1,1,0,1
17358,6,27,46,17358,1,1,0,1
17359,3,13,30,17359,1,1,0,1
17360,12,17,110,17360,1,1,0,1
17361,12,17,108,17361,1,1,0,1
17362,15,54,100,17362,1,1,0,1
17363,3,13,30,17363,1,1,0,1
17364,20,31,47,17364,1,1,0,1
17365,20,31,47,17365,1,1,0,1
17366,19,51,88,17366,1,1,0,1
17367,19,51,88,17367,1,1,0,1
17368,1,2,1,17368,1,0,0,0
17369,1,2,1,17369,1,0,0,0
17370,2,9,9,17370,1,1,0,1
17371,2,9,9,17371,1,1,0,1
17372,2,9,9,17372,1,1,0,1
17373,2,32,0,17373,1,1,0,1
17374,2,32,0,17374,1,1,0,1
17375,7,3,12,17375,1,1,0,1
17376,7,10,17,17376,1,1,0,1
17377,7,17,24,17377,1,1,0,1
17378,7,10,17,17378,1,1,0,1
17379,10,24,23,17379,1,1,0,1
17380,7,17,24,17380,1,1,0,1
17381,10,21,19,17381,1,1,0,1
17382,4,7,26,17382,1,1,0,1
17383,4,7,26,17383,1,1,0,1
17384,4,9,14,17384,1,1,0,1
17385,5,14,19,17385,1,1,0,1
17386,5,14,19,17386,1,1,0,1
17387,1,0,7,17387,1,1,0,1
17388,1,0,7,17388,1,1,0,1
17389,5,18,18,17389,1,1,0,1
17390,5,18,18,17390,1,1,0,1
17391,3,7,26,17391,1,1,0,1
17392,3,7,26,17392,1,1,0,1
17393,5,69,11,17393,1,1,0,1
17394,5,69,11,17394,1,1,0,1
17395,18,89,56,17395,1,1,0,1
17396,18,88,56,17396,1,1,0,1
17397,18,89,56,17397,1,1,0,1
17398,18,88,56,17398,1,1,0,1
17399,18,95,57,17399,1,1,0,1
17400,18,102,57,17400,1,1,0,1
17401,9,23,47,17401,1,1,0,1
17402,9,23,47,17402,1,1,0,1
17403,1,15,3,17403,1,1,0,1
17404,1,15,3,17404,1,1,0,1
17405,3,31,2,17405,1,1,0,1
17406,3,31,2,17406,1,1,0,1
17407,1,2,2,17407,1,1,0,1
17408,1,2,2,17408,1,1,0,1
17409,1,2,2,17409,1,1,0,1
17410,2,13,11,17410,1,1,0,1
17411,2,13,11,17411,1,1,0,1
17412,4,9,26,17412,1,1,0,1
17413,4,9,26,17413,1,1,0,1
17414,9,21,49,17414,1,1,0,1
17415,9,21,49,17415,1,1,0,1
17416,10,60,135,17416,1,1,0,1
17417,10,60,135,17417,1,1,0,1
17418,18,28,33,17418,1,1,0,1
17419,18,28,33,17419,1,1,0,1
17420,13,72,65,17420,1,1,0,1
17421,13,72,65,17421,1,1,0,1
17422,2,6,5,17422,1,1,0,1
17423,2,6,5,17423,1,1,0,1
17424,3,24,53,17424,1,1,0,1
17425,3,24,53,17425,1,1,0,1
17426,2,4,4,17426,1,1,0,1
17427,2,4,4,17427,1,1,0,1
17428,3,12,16,17428,1,1,0,1
17429,3,12,16,17429,1,1,0,1
17430,3,11,15,17430,1,1,0,1
17431,3,11,15,17431,1,1,0,1
17432,2,2,3,17432,1,1,0,1
17433,2,2,3,17433,1,1,0,1
17434,2,2,3,17434,1,1,0,1
17435,2,4,4,17435,1,1,0,1
17436,2,4,4,17436,1,1,0,1
17437,1,2,1,17437,1,0,0,0
17438,1,2,1,17438,1,0,0,0
17439,8,22236,7989,17439,1,0,1,0
17440,8,22236,7989,17440,1,0,1,0
17441,2,5,6,17441,1,1,0,1
17442,2,5,6,17442,1,1,0,1
17443,1,5,1,17443,1,1,0,1
17444,1,5,1,17444,1,1,0,1
17445,1,4,14,17445,1,1,0,1
17446,1,4,14,17446,1,1,0,1
17447,3,17,18,17447,1,1,0,1
17448,3,17,18,17448,1,1,0,1
17449,1,11,3,17449,1,1,0,1
17450,1,11,3,17450,1,1,0,1
17451,2,13,19,17451,1,1,0,1
17452,2,13,17,17452,1,1,0,1
17453,2,13,17,17453,1,1,0,1
17454,1,2,0,17454,1,1,0,1
17455,1,2,0,17455,1,1,0,1
17456,2,11,11,17456,1,1,0,1
17457,2,11,11,17457,1,1,0,1
17458,2,11,11,17458,1,1,0,1
17459,11,18,31,17459,1,1,0,1
17460,11,18,31,17460,1,1,0,1
17461,11,18,31,17461,1,1,0,1
17462,3,9,12,17462,1,1,0,1
17463,3,9,12,17463,1,1,0,1
17464,3,7,10,17464,1,1,0,1
17465,4,28,0,17465,1,1,1,1
17466,4,28,0,17466,1,1,1,1
17467,7,11,15,17467,1,1,0,1
17468,7,11,15,17468,1,1,0,1
17469,7,11,15,17469,1,1,0,1
17470,4,7,12,17470,1,1,0,1
17471,4,7,12,17471,1,1,0,1
17472,4,7,12,17472,1,1,0,1
17473,25,60,126,17473,1,1,0,1
17474,25,60,128,17474,1,1,0,1
17475,25,60,128,17475,1,1,0,1
17476,8,53,103,17476,1,1,0,1
17477,10,46,208,17477,1,1,0,1
17478,10,47,212,17478,1,1,0,1
17479,10,47,212,17479,1,1,0,1
17480,15,119,7,17480,1,1,1,1
17481,15,119,7,17481,1,1,1,1
17482,15,119,7,17482,1,1,1,1
17483,15,119,7,17483,1,1,1,1
17484,2,776,0,17484,0,0,1,0
17485,2,776,0,17485,0,0,1,0
17486,2,743,0,17486,0,0,1,0
17487,2,770,0,17487,0,0,1,0
17488,1,7,6,17488,1,1,0,1
17489,1,7,6,17489,1,1,0,1
17490,1,4,4,17490,1,1,0,1
17491,1,4,4,17491,1,1,0,1
17492,3,9,6,17492,1,1,0,1
17493,3,9,6,17493,1,1,0,1
17494,2,12,14,17494,1,1,0,1
17495,2,12,14,17495,1,1,0,1
17496,2,9,11,17496,1,1,0,1
17497,2,9,11,17497,1,1,0,1
17498,1,3,3,17498,1,1,0,1
17499,1,3,3,17499,1,1,0,1
17500,2,3,4,17500,1,1,0,1
17501,2,3,4,17501,1,1,0,1
17502,4,51,74,17502,1,1,0,1
17503,4,51,74,17503,1,1,0,1
17504,19,71,70,17504,1,1,0,1
17505,19,71,70,17505,1,1,0,1
17506,19,71,70,17506,1,1,0,1
17507,20,34,39,17507,1,1,0,1
17508,20,34,39,17508,1,1,0,1
17509,4,48,76,17509,1,1,0,1
17510,4,48,76,17510,1,1,0,1
17511,2,2,2,17511,1,1,0,1
17512,2,2,2,17512,1,1,0,1
17513,2,2,3,17513,1,1,0,1
17514,2,2,3,17514,1,1,0,1
17515,15,119,7,17515,1,1,1,1
17516,15,119,7,17516,1,1,1,1
17518,1,2,2,17518,1,1,0,1
17519,1,2,2,17519,1,1,0,1
17520,1,1,1,17520,1,1,0,1
17521,1,1,1,17521,1,1,0,1
17522,4,113,74,17522,1,1,0,1
17523,4,113,74,17523,1,1,0,1
17524,4,113,74,17524,1,1,0,1
17525,4,113,74,17525,1,1,0,1
17526,4,113,74,17526,1,1,0,1
17527,1,1,1,17527,1,1,0,1
17528,1,1,1,17528,1,1,0,1
17529,1,1,1,17529,1,1,0,1
17530,1,1,1,17530,1,1,0,1
17531,14,57,34,17531,1,1,0,1
17532,16,57,39,17532,1,1,0,1
17533,16,56,40,17533,1,1,0,1
17534,14,57,34,17534,1,1,0,1
17535,1,29,29,17535,1,1,0,1
17536,1,29,29,17536,1,1,0,1
17537,1,0,12,17537,1,1,0,1
17538,1,0,12,17538,1,1,0,1
17539,42,52,81,17539,1,1,0,1
17540,42,52,81,17540,1,1,0,1
17541,30,39,65,17541,1,1,0,1
17542,30,39,65,17542,1,1,0,1
17543,4,4,5,17543,1,1,0,1
17544,4,4,5,17544,1,1,0,1
17545,1,1,1,17545,1,1,0,1
17546,1,1,1,17546,1,1,0,1
17547,4,8,10,17547,1,1,0,1
17548,4,8,10,17548,1,1,0,1
17549,2,16,6,17549,1,1,0,1
17550,2,16,6,17550,1,1,0,1
17551,2,31,637,17551,1,1,0,1
17552,2,31,637,17552,1,1,0,1
17553,4,182,79,17553,1,1,0,1
17554,4,182,79,17554,1,1,0,1
17555,2,37,0,17555,1,1,0,1
17556,2,37,0,17556,1,1,0,1
17557,1,97,0,17557,1,1,0,1
17558,1,97,0,17558,1,1,0,1
17559,5,11,5,17559,1,1,0,1
17560,5,11,5,17560,1,1,0,1
17561,1,68,49,17561,1,1,0,1
17562,1,68,49,17562,1,1,0,1
17563,3,4,4,17563,1,1,0,1
17564,3,4,4,17564,1,1,0,1
17565,5,14,14,17565,1,1,0,1
17566,5,14,14,17566,1,1,0,1
17567,2,47,60,17567,1,1,0,1
17568,2,47,60,17568,1,1,0,1
17569,1,28,18,17569,1,1,0,1
17570,1,28,18,17570,1,1,0,1
17571,1,5,0,17571,1,1,0,1
17572,1,5,0,17572,1,1,0,1
17573,1,0,25,17573,1,1,0,1
17574,1,0,25,17574,1,1,0,1
17575,1,1,2,17575,1,1,0,1
17576,1,1,2,17576,1,1,0,1
17577,3,85,11,17577,1,1,0,1
17578,3,85,11,17578,1,1,0,1
17579,3,49,73,17579,1,1,0,1
17580,3,49,73,17580,1,1,0,1
17581,1,3,4,17581,1,1,0,1
17582,1,3,4,17582,1,1,0,1
17583,1,5,19,17583,1,1,0,1
17584,1,5,19,17584,1,1,0,1
17585,2,137,56,17585,1,1,0,1
17586,2,137,56,17586,1,1,0,1
17587,1,1,1,17587,1,1,0,1
17588,1,1,1,17588,1,1,0,1
17589,2,10,14,17589,1,1,0,1
17590,2,10,14,17590,1,1,0,1
17591,1,15,2,17591,1,1,0,1
17592,1,15,2,17592,1,1,0,1
17593,7,53,99,17593,1,1,0,1
17594,7,53,99,17594,1,1,0,1
17595,2,20,40,17595,1,1,0,1
17596,2,21,40,17596,1,1,0,1
17597,2,15,34,17597,1,1,0,1
17598,2,20,39,17598,1,1,0,1
17599,2,15,34,17599,1,1,0,1
17600,2,19,39,17600,1,1,0,1
17601,2,21,40,17601,1,1,0,1
17602,1,5,2,17602,1,1,0,1
17603,1,5,2,17603,1,1,0,1
17604,1,5,2,17604,1,1,0,1
17605,1,6,0,17605,1,1,0,1
17606,1,6,0,17606,1,1,0,1
17607,192,0,293,17607,1,1,0,1
17608,192,0,293,17608,1,1,0,1
17609,3,46,12,17609,1,1,0,1
17610,2,18,11,17610,1,1,0,1
17611,2,19,11,17611,1,1,0,1
17612,3,46,12,17612,1,1,0,1
17613,3,47,13,17613,1,1,0,1
17614,1,1,1,17614,1,1,0,1
17615,1,1,1,17615,1,1,0,1
17616,1,20,1,17616,1,1,0,1
17617,1,20,1,17617,1,1,0,1
17618,1,18,21,17618,1,1,0,1
17619,1,18,21,17619,1,1,0,1
17620,2,5,5,17620,1,0,1,0
17621,2,5,5,17621,1,0,1,0
17622,8,60,30,17622,1,1,1,1
17623,8,60,30,17623,1,1,1,1
17624,2,10,3,17624,1,0,1,0
17625,2,10,3,17625,1,0,1,0
17626,1,6,8,17626,1,1,0,1
17627,1,5,8,17627,1,1,0,1
17628,1,6,8,17628,1,1,0,1
17629,3,14,12,17629,1,1,0,1
17630,3,7,7,17630,1,1,0,1
17631,3,14,12,17631,1,1,0,1
17632,25,66,97,17632,1,1,0,1
17633,25,66,97,17633,1,1,0,1
17634,35,72,104,17634,1,1,0,1
17635,35,72,104,17635,1,1,0,1
17636,1,5,5,17636,1,1,0,1
17637,1,5,5,17637,1,1,0,1
17638,4,0,6402,17638,1,1,0,1
17639,4,0,6402,17639,1,1,0,1
17640,1,9,20,17640,1,1,0,1
17641,1,12,18,17641,1,1,0,1
17642,28,234,124,17642,1,1,0,1
17643,28,234,124,17643,1,1,0,1
17644,13,134,159,17644,1,1,0,1
17645,13,134,159,17645,1,1,0,1
17646,3,20,21,17646,1,1,0,1
17647,3,20,21,17647,1,1,0,1
17648,6,77,81,17648,1,1,0,1
17649,6,77,81,17649,1,1,0,1
17650,23,112,116,17650,1,1,0,1
17651,23,112,116,17651,1,1,0,1
17652,3,23,26,17652,1,1,0,1
17653,3,23,26,17653,1,1,0,1
17654,10,105,175,17654,1,1,0,1
17655,10,105,175,17655,1,1,0,1
17656,3,18,8,17656,1,1,0,1
17657,3,18,8,17657,1,1,0,1
17658,1,20,18,17658,1,1,0,1
17659,1,20,18,17659,1,1,0,1
17660,1,67,0,17660,1,1,0,1
17661,1,67,0,17661,1,1,0,1
17662,18,42,42,17662,1,1,0,1
17663,18,42,42,17663,1,1,0,1
17664,35,121,121,17664,1,1,0,1
17665,35,121,121,17665,1,1,0,1
17666,23,62,62,17666,1,1,0,1
17667,23,62,62,17667,1,1,0,1
17668,19,47,47,17668,1,1,0,1
17669,19,47,47,17669,1,1,0,1
17670,12,23,23,17670,1,1,0,1
17671,12,23,23,17671,1,1,0,1
17672,14,25,25,17672,1,1,0,1
17673,14,25,25,17673,1,1,0,1
17674,15,32,32,17674,1,1,0,1
17675,15,32,32,17675,1,1,0,1
17676,9,20,20,17676,1,1,0,1
17677,9,20,20,17677,1,1,0,1
17678,8,11,11,17678,1,1,0,1
17679,8,11,11,17679,1,1,0,1
17680,8,11,11,17680,1,1,0,1
17681,1,16,17,17681,1,1,0,1
17682,1,16,17,17682,1,1,0,1
17683,1,4,8,17683,1,1,0,1
17684,1,15,8,17684,1,1,0,1
17685,1,15,8,17685,1,1,0,1
17686,1,1,1,17686,1,0,0,0
17687,1,1,1,17687,1,0,0,0
17688,2,1,12,17688,1,0,0,0
17689,2,1,12,17689,1,0,0,0
17690,2,76,9,17690,1,1,0,1
17691,2,76,9,17691,1,1,0,1
17692,4,48,11,17692,1,1,0,1
17693,4,48,11,17693,1,1,0,1
17694,16,174,170,17694,1,1,0,1
17695,17,176,176,17695,1,1,0,1
17696,17,176,176,17696,1,1,0,1
17697,15,170,170,17697,1,1,0,1
17698,15,170,170,17698,1,1,0,1
17699,1,42,12,17699,1,1,0,1
17700,1,42,12,17700,1,1,0,1
17701,2,18,10,17701,1,1,0,1
17702,2,18,10,17702,1,1,0,1
17703,1,7,0,17703,1,1,0,1
17704,1,7,0,17704,1,1,0,1
17705,1,7,0,17705,1,1,0,1
17706,1,7,0,17706,1,1,0,1
17707,1,16,0,17707,1,1,0,1
17708,1,16,0,17708,1,1,0,1
17709,13,87,17,17709,1,1,1,1
17710,13,87,17,17710,1,1,1,1
17711,1,39,11,17711,1,1,0,1
17712,1,39,11,17712,1,1,0,1
17713,8,12,19,17713,1,1,0,1
17714,8,12,19,17714,1,1,0,1
17715,1,7,0,17715,1,1,0,1
17716,1,7,0,17716,1,1,0,1
17717,6,140,29,17717,1,1,0,1
17718,6,139,29,17718,1,1,0,1
17719,6,137,28,17719,1,1,0,1
17720,2,33,1,17720,1,0,0,0
17721,2,46,0,17721,1,0,0,0
17722,2,46,0,17722,1,0,0,0
17723,3,25,0,17723,1,1,0,1
17724,3,25,0,17724,1,1,0,1
17725,3,20,0,17725,1,1,0,1
17726,7,145,82,17726,1,1,0,1
17727,7,145,82,17727,1,1,0,1
17728,7,145,87,17728,1,1,0,1
17729,6,98,83,17729,1,1,0,1
17730,2,22,14,17730,1,1,0,1
17731,2,22,14,17731,1,1,0,1
17732,5,250,46,17732,1,1,1,1
17733,5,250,46,17733,1,1,1,1
17734,4,152,46,17734,1,1,0,1
17735,5,127,46,17735,1,1,1,1
17736,5,121,46,17736,1,1,1,1
17737,5,250,46,17737,1,1,1,1
17738,3,17,4,17738,1,1,0,1
17739,3,17,4,17739,1,1,0,1
17740,3,17,4,17740,1,1,0,1
17741,3,17,4,17741,1,1,0,1
17742,3,17,4,17742,1,1,0,1
17743,3,36,37,17743,1,1,0,1
17744,3,36,37,17744,1,1,0,1
17745,3,0,49,17745,1,1,0,1
17746,3,0,49,17746,1,1,0,1
17747,3,0,49,17747,1,1,0,1
17748,11,20,24,17748,1,1,0,1
17749,11,20,24,17749,1,1,0,1
17750,5,17,14,17750,1,1,0,1
17751,5,17,14,17751,1,1,0,1
17752,5,57,52,17752,1,1,0,1
17753,5,57,52,17753,1,1,0,1
17754,4,24,21,17754,1,1,0,1
17755,4,24,21,17755,1,1,0,1
17756,35,212,192,17756,1,1,0,1
17757,35,208,188,17757,1,1,0,1
17758,1,6,1,17758,1,1,0,1
17759,1,6,1,17759,1,1,0,1
17760,7,58,50,17760,1,1,0,1
17761,7,58,50,17761,1,1,0,1
17762,6,17,16,17762,1,1,0,1
17763,6,17,16,17763,1,1,0,1
17764,22,357,353,17764,1,1,0,1
17765,22,357,353,17765,1,1,0,1
17766,28,4,23,17766,1,1,0,1
17767,29,5,23,17767,1,1,0,1
17768,27,3,23,17768,1,1,0,1
17769,29,5,23,17769,1,1,0,1
17770,129,728,563,17770,1,1,0,1
17771,128,726,560,17771,1,1,0,1
17772,129,728,563,17772,1,1,0,1
17773,1,1,0,17773,1,1,0,1
17774,1,58,57,17774,1,1,0,1
17775,1,1,0,17775,1,1,0,1
17776,101,253,267,17776,1,1,0,1
17777,100,251,265,17777,1,1,0,1
17778,101,252,265,17778,1,1,0,1
17779,3,13,13,17779,1,1,0,1
17780,3,13,13,17780,1,1,0,1
17781,63,150,156,17781,1,1,0,1
17782,63,150,156,17782,1,1,0,1
17783,63,150,156,17783,1,1,0,1
17784,1,31,34,17784,1,1,0,1
17785,1,31,34,17785,1,1,0,1
17786,2,5,2,17786,1,1,0,1
17787,2,5,2,17787,1,1,0,1
17788,2,5,2,17788,1,1,0,1
17789,2,5,2,17789,1,1,0,1
17790,1,1,1,17790,1,1,0,1
17791,1,3,0,17791,1,1,0,1
17792,1,1,1,17792,1,1,0,1
17793,1,3,0,17793,1,1,0,1
17794,1,3,0,17794,1,1,0,1
17795,1,3,0,17795,1,1,0,1
17796,1,1,1,17796,1,1,0,1
17797,2,6,6,17797,1,1,0,1
17798,2,6,6,17798,1,1,0,1
17799,44,69,69,17799,1,1,0,1
17800,44,69,69,17800,1,1,0,1
17801,44,69,69,17801,1,1,0,1
17802,3,20,0,17802,1,1,0,1
17803,3,20,0,17803,1,1,0,1
17804,3,20,0,17804,1,1,0,1
17805,3,20,0,17805,1,1,0,1
17806,3,30,2,17806,1,1,0,1
17807,3,30,2,17807,1,1,0,1
17808,3,44,1,17808,1,1,0,1
17809,3,44,1,17809,1,1,0,1
17810,19,654,522,17810,1,1,0,1
17811,21,722,653,17811,1,1,0,1
17812,21,635,656,17812,1,1,0,1
17813,20,655,522,17813,1,1,0,1
17814,21,720,656,17814,1,1,0,1
17815,670,5771,4577,17815,1,1,1,1
17816,49,312,90,17816,1,1,0,1
17817,48,299,89,17817,1,1,0,1
17818,49,298,92,17818,1,1,0,1
17819,48,291,89,17819,1,1,0,1
17820,48,305,90,17820,1,1,0,1
17821,49,312,90,17821,1,1,0,1
17822,1,7,2,17822,1,1,0,1
17823,1,7,2,17823,1,1,0,1
17824,1,7,2,17824,1,1,0,1
17825,2,1,232,17825,1,1,0,1
17826,2,1,232,17826,1,1,0,1
17827,2,1,232,17827,1,1,0,1
17828,3,65,82,17828,1,1,0,1
17829,3,69,81,17829,1,1,0,1
17830,3,65,82,17830,1,1,0,1
17831,2,8,10,17831,1,1,0,1
17832,2,8,10,17832,1,1,0,1
17833,12,39,37,17833,1,1,0,1
17834,12,39,37,17834,1,1,0,1
17835,12,40,38,17835,1,1,0,1
17836,1,2,6,17836,1,1,0,1
17837,1,2,6,17837,1,1,0,1
17838,1,15,8,17838,1,1,0,1
17839,1,15,8,17839,1,1,0,1
17840,11,120,94,17840,1,1,0,1
17841,11,120,96,17841,1,1,0,1
17842,10,117,91,17842,1,1,0,1
17843,11,113,70,17843,1,1,0,1
17844,10,117,91,17844,1,1,0,1
17845,1,2,0,17845,1,1,0,1
17846,1,2,0,17846,1,1,0,1
17847,1,65,54,17847,1,1,0,1
17848,1,65,54,17848,1,1,0,1
17849,1,4,1,17849,1,1,0,1
17850,1,4,1,17850,1,1,0,1
17851,1,1,2,17851,1,1,0,1
17852,1,1,2,17852,1,1,0,1
17853,1,17,21,17853,1,1,0,1
17854,1,17,21,17854,1,1,0,1
17855,1,20,15,17855,1,1,0,1
17856,1,20,15,17856,1,1,0,1
17857,1,59,51,17857,1,1,0,1
17858,1,59,51,17858,1,1,0,1
17859,1,59,51,17859,1,1,0,1
17860,1,130,8,17860,1,1,0,1
17861,1,130,8,17861,1,1,0,1
17862,1,87,52,17862,1,1,0,1
17863,1,87,52,17863,1,1,0,1
17864,4,10,7,17864,1,1,0,1
17865,4,10,7,17865,1,1,0,1
17866,6,46,86,17866,1,1,0,1
17867,6,46,86,17867,1,1,0,1
17868,5,131,66,17868,1,1,0,1
17869,5,131,66,17869,1,1,0,1
17870,1,12,11,17870,1,1,0,1
17871,1,12,11,17871,1,1,0,1
17872,3,10,10,17872,1,1,0,1
17873,3,10,10,17873,1,1,0,1
17874,1,17,22,17874,1,1,0,1
17875,1,17,22,17875,1,1,0,1
17876,1,82,58,17876,1,1,0,1
17877,1,82,58,17877,1,1,0,1
17878,1,23,46,17878,1,1,0,1
17879,1,23,46,17879,1,1,0,1
17880,5,26,21,17880,1,1,0,1
17881,5,26,21,17881,1,1,0,1
17882,4,186,148,17882,1,1,0,1
17883,4,186,148,17883,1,1,0,1
17884,3,53,27,17884,1,1,1,1
17885,3,53,27,17885,1,1,1,1
17886,3,53,27,17886,1,1,1,1
17887,3,53,27,17887,1,1,1,1
17888,3,53,27,17888,1,1,1,1
17889,1,36,37,17889,1,1,0,1
17890,1,36,37,17890,1,1,0,1
17891,1,0,15,17891,1,1,0,1
17892,1,0,15,17892,1,1,0,1
17893,1,63,57,17893,1,1,0,1
